1,MH,Maharashtra,1,2026-01-12 09:27:43.090515
2,DL,Delhi,1,2026-01-12 09:27:43.090515
3,KA,Karnataka,1,2026-01-12 09:27:43.090515
4,TN,Tamil Nadu,1,2026-01-12 09:27:43.090515
